id,jdc,parish,age,conviction_date,charge,state_crime_id,charge_clean_full
495,24,JEFFERSON,49,2013-05-09,RS 14:95.1 Felon In Possession Of A Firearm / RS 14:30.1 Second Degree Murder,RS 14:95.1 / RS 14:30.1,Felon In Possession Of A Firearm / Second Degree Murder
496,24,JEFFERSON,40,2003-11-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
497,24,JEFFERSON,40,2005-02-25,RS 14:64 Armed Robbery / RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:64 / RS 14:27; RS 14:34,Armed Robbery / Attempt; Armed Robbery
498,24,JEFFERSON,33,2011-04-20,RS 14:64 Armed Robbery / RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:64 / RS 14:27; RS 14:34,Armed Robbery / Attempt; Armed Robbery
499,24,JEFFERSON,59,2009-06-03,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
500,24,JEFFERSON,61,2013-10-31,RS 40:966 Possession With Intent To Distribute Schedule I Drug,RS 40:966,Possession With Intent To Distribute Schedule I Drug
501,24,JEFFERSON,44,2004-02-12,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
502,24,JEFFERSON,43,2002-06-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
503,24,JEFFERSON,47,2004-06-15,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
504,24,JEFFERSON,42,2013-04-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
505,24,JEFFERSON,42,2006-03-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
506,24,JEFFERSON,33,2016-12-15,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
507,24,JEFFERSON,76,2000-11-30,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
508,24,JEFFERSON,70,1997-05-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
509,24,JEFFERSON,41,2003-09-19,RS 14:64 Armed Robbery / RS 14:(26)64 Conspiracy To Commit Armed Robbery,RS 14:64 / RS 14:(26)64,Armed Robbery / Conspiracy To Commit Armed Robbery
510,24,JEFFERSON,57,1998-02-18,"RS 14:60 Aggravated Burglary / RS 14:89.1 Aggravated Crime Against Nature / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:60 / RS 14:89.1 / RS 14.42,"Aggravated Burglary / Aggravated Crime Against Nature / Aggravated Rape, First Degree Rape"
511,24,JEFFERSON,58,2010-12-08,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
512,24,JEFFERSON,47,1999-11-10,RS 14:27 Attempt; RS 14.31 Manslaughter / RS 14:(26)64 Conspiracy To Commit Armed Robbery,RS 14:27; RS 14.31 / RS 14:(26)64,Attempt; Manslaughter / Conspiracy To Commit Armed Robbery
513,24,JEFFERSON,58,1998-07-22,RS 14:64 Armed Robbery / RS 14:(26)64 Conspiracy To Commit Armed Robbery,RS 14:64 / RS 14:(26)64,Armed Robbery / Conspiracy To Commit Armed Robbery
514,24,JEFFERSON,46,2003-04-24,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
515,24,JEFFERSON,63,2002-06-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
516,24,JEFFERSON,45,2014-08-20,"RS 14.27 Attempt; RS 14:34.6 Disarming A Police Officer / RS 14:34.1 Battery Of A Police Officer / RS 14:95.1 Felon In Possession Of A Firearm / RS 14:108.2 Resisting Police By Force, Violence",RS 14.27; RS 14:34.6 / RS 14:34.1 / RS 14:95.1 / RS 14:108.2,"Attempt; Disarming A Police Officer / Battery Of A Police Officer / Felon In Possession Of A Firearm / Resisting Police By Force, Violence"
517,24,JEFFERSON,56,2003-12-03,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
518,24,JEFFERSON,56,2000-09-01,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
519,24,JEFFERSON,42,2016-08-31,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
520,24,JEFFERSON,43,2004-04-13,RS 14.31 Manslaughter,RS 14.31,Manslaughter
521,24,JEFFERSON,38,2013-03-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
522,24,JEFFERSON,62,1993-04-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
523,24,JEFFERSON,70,1994-08-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
524,24,JEFFERSON,59,1998-12-11,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
525,24,JEFFERSON,,2000-01-12,RS 14:64 Armed Robbery / RS 14:64.1 First Degree Robbery,RS 14:64 / RS 14:64.1,Armed Robbery / First Degree Robbery
526,24,JEFFERSON,35,2009-10-15,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
527,24,JEFFERSON,33,2015-04-29,RS 14.31 Manslaughter,RS 14.31,Manslaughter
528,24,JEFFERSON,59,1996-04-17,RS 14:64 Armed Robbery / RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:64.1 First Degree Robbery / RS 14:44.1 Second Degree Kidnapping,RS 14:64 / RS 14:27; RS 14:30.1 / RS 14:64.1 / RS 14:44.1,Armed Robbery / Attempt; Second Degree Murder / First Degree Robbery / Second Degree Kidnapping
529,24,JEFFERSON,,2008-11-18,RS 14.31 Manslaughter,RS 14.31,Manslaughter
530,24,JEFFERSON,38,2010-10-07,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
531,24,JEFFERSON,,2003-02-19,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
532,24,JEFFERSON,64,2002-02-22,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
533,24,JEFFERSON,36,2010-07-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
534,24,JEFFERSON,54,2012-03-07,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
535,24,JEFFERSON,,1997-04-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
536,24,JEFFERSON,33,2009-10-05,RS 14.31 Manslaughter,RS 14.31,Manslaughter
537,24,JEFFERSON,47,2002-05-29,RS 14:64 Armed Robbery / RS 14:44.1 Second Degree Kidnapping,RS 14:64 / RS 14:44.1,Armed Robbery / Second Degree Kidnapping
538,24,JEFFERSON,40,2010-07-21,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
539,24,JEFFERSON,73,1995-09-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
540,24,JEFFERSON,,1985-12-10,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
541,24,JEFFERSON,34,2011-11-11,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
542,24,JEFFERSON,37,2010-10-28,RS 14.31 Manslaughter,RS 14.31,Manslaughter
543,24,JEFFERSON,72,1981-11-06,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
544,24,JEFFERSON,,1999-12-14,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
545,24,JEFFERSON,52,1992-11-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
546,24,JEFFERSON,53,2001-04-25,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
547,24,JEFFERSON,,2010-06-04,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
548,24,JEFFERSON,46,2009-02-12,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
549,24,JEFFERSON,33,2013-03-21,RS 14.31 Manslaughter,RS 14.31,Manslaughter
550,24,JEFFERSON,53,2007-05-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
551,24,JEFFERSON,60,2007-12-11,RS 14:64 Armed Robbery / RS 14:64.1 First Degree Robbery,RS 14:64 / RS 14:64.1,Armed Robbery / First Degree Robbery
552,24,JEFFERSON,,1980-02-11,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
553,24,JEFFERSON,48,1998-04-14,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
554,24,JEFFERSON,48,1998-07-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
555,24,JEFFERSON,42,2014-05-09,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:43.1 Sexual Battery",RS 14.42 / RS 14:43.1,"Aggravated Rape, First Degree Rape / Sexual Battery"
556,24,JEFFERSON,37,2011-04-27,RS 14:95.1 Felon In Possession Of A Firearm / RS 14:30.1 Second Degree Murder,RS 14:95.1 / RS 14:30.1,Felon In Possession Of A Firearm / Second Degree Murder
557,24,JEFFERSON,32,2014-09-10,RS 14.31 Manslaughter,RS 14.31,Manslaughter
558,24,JEFFERSON,38,2017-02-02,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
559,24,JEFFERSON,51,2013-03-06,RS 40:966 Distribution Schedule I / RS 1238.1 Sale Distribution Or Possession Of Legend Drug Without Prescription,RS 40:966 / RS 1238.1,Distribution Schedule I / Sale Distribution Or Possession Of Legend Drug Without Prescription
560,24,JEFFERSON,40,2013-05-09,RS 14:60 Aggravated Burglary / RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:95.1 Felon In Possession Of A Firearm / RS 14:30.1 Second Degree Murder,RS 14:60 / RS 14:27; RS 14:30.1 / RS 14:95.1 / RS 14:30.1,Aggravated Burglary / Attempt; Second Degree Murder / Felon In Possession Of A Firearm / Second Degree Murder
561,24,JEFFERSON,48,2014-03-19,RS 14:62.2 Simple Burglary Of An Inhabited Dwelling,RS 14:62.2,Simple Burglary Of An Inhabited Dwelling
562,24,JEFFERSON,34,2012-09-21,RS 14.31 Manslaughter,RS 14.31,Manslaughter
563,24,JEFFERSON,40,2012-02-28,RS 14:93 Cruelty To Juveniles / RS 14:30.1 Second Degree Murder,RS 14:93 / RS 14:30.1,Cruelty To Juveniles / Second Degree Murder
564,24,JEFFERSON,56,2013-04-12,RS 14:64 Armed Robbery / RS 14:69 Illegal Possession Of Stolen Things,RS 14:64 / RS 14:69,Armed Robbery / Illegal Possession Of Stolen Things
565,24,JEFFERSON,53,2012-06-14,RS 14:42 Aggravated Rape Of A Victim Under The Age Of 13,RS 14:42,Aggravated Rape Of A Victim Under The Age Of 13
566,24,JEFFERSON,57,2011-07-14,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
567,24,JEFFERSON,32,2014-03-29,RS 14:27 Attempt; RS 14:34 Armed Robbery / RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:34 / RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Armed Robbery / Attempt; Second Degree Murder / Second Degree Murder
568,24,JEFFERSON,47,2008-03-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
569,24,JEFFERSON,50,2005-06-14,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
570,24,JEFFERSON,60,2016-09-14,RS 14:81 Indecent Behavior With Juveniles / RS 14:43.1 Sexual Battery,RS 14:81 / RS 14:43.1,Indecent Behavior With Juveniles / Sexual Battery
571,24,JEFFERSON,40,2018-12-13,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
572,24,JEFFERSON,,2009-12-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
573,24,JEFFERSON,69,2003-02-11,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
574,24,JEFFERSON,61,1987-01-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
575,24,JEFFERSON,57,2017-02-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
576,24,JEFFERSON,68,1997-02-28,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:81.1 Pornography Involving Juveniles",RS 14.42 / RS 14:81.1,"Aggravated Rape, First Degree Rape / Pornography Involving Juveniles"
577,24,JEFFERSON,38,2008-12-05,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
578,24,JEFFERSON,,1979-11-06,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
579,24,JEFFERSON,70,2013-01-10,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:81.2 Molestation Of A Juvenile / RS 14:43.3 Oral Sexual Battery / RS 14:43.1 Sexual Battery",RS 14.42 / RS 14:81.2 / RS 14:43.3 / RS 14:43.1,"Aggravated Rape, First Degree Rape / Molestation Of A Juvenile / Oral Sexual Battery / Sexual Battery"
580,24,JEFFERSON,44,2006-03-22,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
581,24,JEFFERSON,,2009-08-26,RS 14:34 Aggravated Battery / RS 14:64 Armed Robbery / RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:34 / RS 14:64 / RS 14:27; RS 14:34,Aggravated Battery / Armed Robbery / Attempt; Armed Robbery
582,24,JEFFERSON,48,2004-07-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
583,24,JEFFERSON,46,2003-07-17,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
584,24,JEFFERSON,32,2018-05-03,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
585,24,JEFFERSON,,2006-06-20,RS 14:44 Aggravated Kidnapping / RS 14:64 Armed Robbery,RS 14:44 / RS 14:64,Aggravated Kidnapping / Armed Robbery
586,24,JEFFERSON,50,2008-05-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
587,24,JEFFERSON,39,2009-02-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
588,24,JEFFERSON,44,2013-12-05,RS 40:966 Distribution Schedule I / RS 14:95.1 Felon In Possession Of A Firearm,RS 40:966 / RS 14:95.1,Distribution Schedule I / Felon In Possession Of A Firearm
589,24,JEFFERSON,51,1996-04-22,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
590,24,JEFFERSON,52,2011-02-03,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:81 Indecent Behavior With Juveniles",RS 14.42 / RS 14:81,"Aggravated Rape, First Degree Rape / Indecent Behavior With Juveniles"
591,24,JEFFERSON,,1980-10-16,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
592,24,JEFFERSON,37,2013-11-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
593,24,JEFFERSON,,2001-09-19,RS 14:64 Armed Robbery / RS 14:44.1 Second Degree Kidnapping,RS 14:64 / RS 14:44.1,Armed Robbery / Second Degree Kidnapping
594,24,JEFFERSON,66,2011-02-11,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
595,24,JEFFERSON,,1997-09-19,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery / RS 14:43.3 Oral Sexual Battery",RS 14.42 / RS 14:64 / RS 14:43.3,"Aggravated Rape, First Degree Rape / Armed Robbery / Oral Sexual Battery"
596,24,JEFFERSON,61,1998-01-09,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
597,24,JEFFERSON,49,2016-09-09,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
598,24,JEFFERSON,,2000-12-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
599,24,JEFFERSON,74,1982-04-01,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
600,24,JEFFERSON,,2006-10-11,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
601,25,PLAQUEMINES,60,1994-06-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
602,25,PLAQUEMINES,50,2014-03-18,RS 14:81 Indecent Behavior With Juveniles,RS 14:81,Indecent Behavior With Juveniles
603,26,BOSSIER,61,2014-04-30,"RS 14:89.1 Aggravated Crime Against Nature / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:89.1 / RS 14.42,"Aggravated Crime Against Nature / Aggravated Rape, First Degree Rape"
604,26,BOSSIER,41,1989-10-26,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
605,26,BOSSIER,44,2007-10-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
606,26,BOSSIER,47,2011-08-17,RS 40:967 Distribution Of A Schedule 2 Drug,RS 40:967,Distribution Of A Schedule 2 Drug
607,26,BOSSIER,,2006-12-07,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
608,26,BOSSIER,,2017-04-26,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
609,26,BOSSIER,46,2016-11-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
610,26,BOSSIER,,2014-11-24,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery",RS 14.42 / RS 14:64,"Aggravated Rape, First Degree Rape / Armed Robbery"
611,26,WEBSTER,55,2015-09-22,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
612,26,WEBSTER,60,2005-02-25,RS 40:983 Operation Of A Clandestine Methamphetamine Laboratory / RS 14:52 Simple Arson,RS 40:983 / RS 14:52,Operation Of A Clandestine Methamphetamine Laboratory / Simple Arson
613,26,WEBSTER,40,2005-02-18,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
614,26,WEBSTER,28,2002-01-25,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
615,26,WEBSTER,64,2010-09-17,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
616,26,WEBSTER,39,2002-09-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
617,26,WEBSTER,,2005-01-10,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
618,26,WEBSTER,53,2012-04-25,RS 14:64 Armed Robbery / RS 14.31 Manslaughter,RS 14:64 / RS 14.31,Armed Robbery / Manslaughter
619,26,WEBSTER,34,1990-08-24,RS 14:78.1 Aggravated Incest (Repealed In 2014),RS 14:78.1,Aggravated Incest (Repealed In 2014)
620,26,WEBSTER,,2006-08-08,RS 14:110 Aggravated Escape / RS 14:34.1 Second Degree Battery,RS 14:110 / RS 14:34.1,Aggravated Escape / Second Degree Battery
621,27,ST. LANDRY,54,1991-03-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
622,27,ST. LANDRY,42,2006-01-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
623,27,ST. LANDRY,51,2000-01-11,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
624,27,ST. LANDRY,44,2016-05-25,RS 14:95.1 Felon In Possession Of A Firearm / RS 14.31 Manslaughter,RS 14:95.1 / RS 14.31,Felon In Possession Of A Firearm / Manslaughter
625,27,ST. LANDRY,43,2003-03-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
626,27,ST. LANDRY,,2007-01-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
627,27,ST. LANDRY,,2002-12-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
628,27,ST. LANDRY,57,2015-12-08,RS 14:64 Armed Robbery / RS 14:95.1 Felon In Possession Of A Firearm,RS 14:64 / RS 14:95.1,Armed Robbery / Felon In Possession Of A Firearm
629,29,ST. CHARLES,48,2011-10-12,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
630,29,ST. CHARLES,45,2002-03-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
631,29,ST. CHARLES,47,2000-08-24,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
632,29,ST. CHARLES,,1992-07-10,"RS 14:60 Aggravated Burglary / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:60 / RS 14.42,"Aggravated Burglary / Aggravated Rape, First Degree Rape"
633,29,ST. CHARLES,31,2017-05-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
634,30,VERNON,37,2015-08-10,RS 14:64 Armed Robbery / RS 14:(26)64 Conspiracy To Commit Armed Robbery / RS 14:30 First Degree Murder,RS 14:64 / RS 14:(26)64 / RS 14:30,Armed Robbery / Conspiracy To Commit Armed Robbery / First Degree Murder
635,30,VERNON,69,1982-04-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
636,30,VERNON,50,1998-06-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
637,30,VERNON,71,1999-05-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
638,30,VERNON,54,2010-04-19,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
639,31,JEFFERSON DAVIS,41,2016-03-18,RS 14.27 Attempt; RS 14:30 First Degree / RS 14:95.1 Felon In Possession Of A Firearm,RS 14.27; RS 14:30 / RS 14:95.1,Attempt; First Degree / Felon In Possession Of A Firearm
640,32,TERREBONNE,61,1999-07-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
641,32,TERREBONNE,61,1994-12-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
642,32,TERREBONNE,31,2014-09-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
643,32,TERREBONNE,34,2017-05-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
644,32,TERREBONNE,31,2011-08-18,RS 14.27 Attempt; RS 14:30 First Degree,RS 14.27; RS 14:30,Attempt; First Degree
645,32,TERREBONNE,39,2007-08-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
646,32,TERREBONNE,38,2017-07-29,RS 14.31 Manslaughter,RS 14.31,Manslaughter
647,32,TERREBONNE,31,2016-06-24,RS 14.31 Manslaughter,RS 14.31,Manslaughter
648,32,TERREBONNE,62,2010-01-21,RS 14:81 Indecent Behavior With Juveniles,RS 14:81,Indecent Behavior With Juveniles
649,32,TERREBONNE,42,2015-10-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
650,32,TERREBONNE,38,2016-01-21,RS 40:966 Possession With Intent To Distribute Schedule I Drug,RS 40:966,Possession With Intent To Distribute Schedule I Drug
651,32,TERREBONNE,51,1996-10-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
652,32,TERREBONNE,60,1995-08-14,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
653,32,TERREBONNE,79,2008-06-20,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
654,32,TERREBONNE,38,2016-03-11,RS 14:95.1 Felon In Possession Of A Firearm / RS 14:30 First Degree Murder / RS 14:130.1 Obstruction Of Justice,RS 14:95.1 / RS 14:30 / RS 14:130.1,Felon In Possession Of A Firearm / First Degree Murder / Obstruction Of Justice
655,32,TERREBONNE,,2002-01-24,RS 14:27 Attempt; RS 14.31 Manslaughter / RS 14.31 Manslaughter,RS 14:27; RS 14.31 / RS 14.31,Attempt; Manslaughter / Manslaughter
656,32,TERREBONNE,63,1997-05-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
657,32,TERREBONNE,60,2006-09-28,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
658,32,TERREBONNE,65,2014-05-15,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
659,32,TERREBONNE,,2009-12-16,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
660,32,TERREBONNE,47,1995-09-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
661,32,TERREBONNE,47,2000-01-21,RS 14:27 Attempt; RS 14.31 Manslaughter / RS 14.31 Manslaughter / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14.31 / RS 14.31 / RS 14:30.1,Attempt; Manslaughter / Manslaughter / Second Degree Murder
662,32,TERREBONNE,,2003-07-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
663,32,TERREBONNE,30,2013-04-02,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery",RS 14.42 / RS 14:64,"Aggravated Rape, First Degree Rape / Armed Robbery"
664,32,TERREBONNE,45,2005-09-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
665,33,ALLEN,63,2007-07-26,"RS 14:78.1 Aggravated Incest (Repealed In 2014) / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:78.1 / RS 14.42,"Aggravated Incest (Repealed In 2014) / Aggravated Rape, First Degree Rape"
666,33,ALLEN,61,2007-04-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
667,33,ALLEN,42,2003-01-16,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
668,33,ALLEN,34,2014-09-24,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:81 Indecent Behavior With Juveniles / RS 14:43.1 Sexual Battery",RS 14.42 / RS 14:81 / RS 14:43.1,"Aggravated Rape, First Degree Rape / Indecent Behavior With Juveniles / Sexual Battery"
669,33,ALLEN,57,2014-09-10,RS 14:130.1 Obstruction Of Justice / RS 14:30.1 Second Degree Murder,RS 14:130.1 / RS 14:30.1,Obstruction Of Justice / Second Degree Murder
670,33,ALLEN,59,1998-02-13,RS 14:95.1 Felon In Possession Of A Firearm / RS 14:30.1 Second Degree Murder,RS 14:95.1 / RS 14:30.1,Felon In Possession Of A Firearm / Second Degree Murder
671,33,ALLEN,69,2006-08-25,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:81 Indecent Behavior With Juveniles / RS 14:81.2 Molestation Of A Juvenile",RS 14.42 / RS 14:81 / RS 14:81.2,"Aggravated Rape, First Degree Rape / Indecent Behavior With Juveniles / Molestation Of A Juvenile"
