id,jdc,parish,age,conviction_date,charge,state_crime_id,charge_clean_full
120,4,OUACHITA,59,1996-02-22,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14.27 Attempt; RS 14.42 Aggravated Rape / RS 14:64.1 First Degree Robbery",RS 14.42 / RS 14.27; RS 14.42 / RS 14:64.1,"Aggravated Rape, First Degree Rape / Attempt; Aggravated Rape / First Degree Robbery"
121,4,OUACHITA,61,1997-05-30,RS 14:34 Aggravated Battery / RS 14:27 Attempt; RS 14.31 Manslaughter / RS 14:30.1 Second Degree Murder,RS 14:34 / RS 14:27; RS 14.31 / RS 14:30.1,Aggravated Battery / Attempt; Manslaughter / Second Degree Murder
122,4,OUACHITA,53,2008-11-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
123,4,OUACHITA,51,2013-01-07,RS 14.31 Manslaughter,RS 14.31,Manslaughter
124,4,OUACHITA,51,1988-10-28,RS 14:89.1(A)(2)(a) Aggravated Incest / RS 14:43.1 Sexual Battery,RS 14:89.1(A)(2)(a) / RS 14:43.1,Aggravated Incest / Sexual Battery
125,4,OUACHITA,33,2010-03-31,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
126,4,OUACHITA,62,2009-07-14,"RS 14:89.1 Aggravated Crime Against Nature / RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64.1 First Degree Robbery",RS 14:89.1 / RS 14.42 / RS 14:64.1,"Aggravated Crime Against Nature / Aggravated Rape, First Degree Rape / First Degree Robbery"
127,4,OUACHITA,67,1997-02-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
128,4,OUACHITA,55,2003-03-18,RS 14:64.2 Carjacking,RS 14:64.2,Carjacking
129,4,OUACHITA,56,1996-02-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
130,4,OUACHITA,53,1994-02-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
131,4,OUACHITA,,2000-08-04,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
132,4,OUACHITA,46,2016-07-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
133,4,OUACHITA,50,1979-07-19,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
134,4,OUACHITA,68,2008-02-02,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
135,4,OUACHITA,49,1985-10-22,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:46.1 False Imprisonment; Offender Armed With Dangerous Weapon",RS 14.42 / RS 14:46.1,"Aggravated Rape, First Degree Rape / False Imprisonment; Offender Armed With Dangerous Weapon"
136,4,OUACHITA,57,2002-09-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
137,4,OUACHITA,60,2011-02-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
138,5,FRANKLIN,78,2014-08-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
139,5,RICHLAND,37,1994-02-22,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
140,6,MADISON,46,2004-09-17,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
141,6,TENSAS,,2016-10-27,RS 14:64 Armed Robbery / RS 14:34.1 Second Degree Battery,RS 14:64 / RS 14:34.1,Armed Robbery / Second Degree Battery
142,9,RAPIDES,50,2013-06-12,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
143,9,RAPIDES,37,2014-02-13,RS 14:130.1 Obstruction Of Justice / RS 14:30.1 Second Degree Murder,RS 14:130.1 / RS 14:30.1,Obstruction Of Justice / Second Degree Murder
144,9,RAPIDES,39,2016-07-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
145,9,RAPIDES,51,2014-01-31,RS 14.31 Manslaughter,RS 14.31,Manslaughter
146,9,RAPIDES,48,2007-05-17,RS 14:34 Aggravated Battery / RS 14:64 Armed Robbery,RS 14:34 / RS 14:64,Aggravated Battery / Armed Robbery
147,9,RAPIDES,63,2000-04-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
148,9,RAPIDES,38,2012-03-08,RS 14:64 Armed Robbery / RS 14:44.1 Second Degree Kidnapping,RS 14:64 / RS 14:44.1,Armed Robbery / Second Degree Kidnapping
149,9,RAPIDES,,1993-03-18,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
150,9,RAPIDES,,2007-11-29,RS 14:95.1 Felon In Possession Of A Firearm / RS 14:30.1 Second Degree Murder,RS 14:95.1 / RS 14:30.1,Felon In Possession Of A Firearm / Second Degree Murder
151,10,NATCHITOCHES,45,2010-07-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
152,10,NATCHITOCHES,34,2012-03-21,RS 14:27 Attempt; RS 14:34 Armed Robbery / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:34 / RS 14:30.1,Attempt; Armed Robbery / Second Degree Murder
153,10,NATCHITOCHES,,1989-01-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
154,11,SABINE,47,2006-07-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
155,11,SABINE,,1996-04-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
156,11,SABINE,54,2006-07-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
157,12,AVOYELLES,62,1996-10-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
158,12,AVOYELLES,50,2006-03-22,RS 14.31 Manslaughter,RS 14.31,Manslaughter
159,12,AVOYELLES,51,2002-05-30,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
160,12,AVOYELLES,46,2017-09-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
161,12,AVOYELLES,61,2006-02-16,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
162,13,EVANGELINE,58,1999-10-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
163,13,EVANGELINE,50,2010-03-05,RS 14:60 Aggravated Burglary / RS 14:64 Armed Robbery / RS 14:(26)60 Conspiracy To Commit Aggravated Burglary / RS 14:(26)64 Conspiracy To Commit Armed Robbery,RS 14:60 / RS 14:64 / RS 14:(26)60 / RS 14:(26)64,Aggravated Burglary / Armed Robbery / Conspiracy To Commit Aggravated Burglary / Conspiracy To Commit Armed Robbery
164,13,EVANGELINE,,2003-09-19,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:32.7 Second Degree Feticide / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:32.7 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Feticide / Second Degree Murder
165,14,CALCASIEU,59,2015-04-27,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:43.1 Sexual Battery",RS 14.42 / RS 14:43.1,"Aggravated Rape, First Degree Rape / Sexual Battery"
166,14,CALCASIEU,37,2014-09-15,RS 14:34 Aggravated Battery / RS 14:30.1 Second Degree Murder,RS 14:34 / RS 14:30.1,Aggravated Battery / Second Degree Murder
167,14,CALCASIEU,61,2012-04-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
168,14,CALCASIEU,61,2010-03-12,RS 14.27 Attempt; RS 14:34.6 Disarming A Police Officer / RS 14:34.1 Second Degree Battery / RS 14:67 Theft,RS 14.27; RS 14:34.6 / RS 14:34.1 / RS 14:67,Attempt; Disarming A Police Officer / Second Degree Battery / Theft
169,14,CALCASIEU,41,2017-03-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
170,14,CALCASIEU,47,2009-09-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
171,14,CALCASIEU,43,2005-06-17,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:44.1 Second Degree Kidnapping",RS 14.42 / RS 14:44.1,"Aggravated Rape, First Degree Rape / Second Degree Kidnapping"
172,14,CALCASIEU,40,2010-11-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
173,14,CALCASIEU,45,2016-07-25,RS 14.31 Manslaughter,RS 14.31,Manslaughter
174,14,CALCASIEU,69,1999-12-03,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
175,14,CALCASIEU,41,2008-01-25,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
176,14,CALCASIEU,63,2012-04-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
177,14,CALCASIEU,75,1991-03-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
178,14,CALCASIEU,31,2017-03-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
179,14,CALCASIEU,52,2006-02-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
180,14,CALCASIEU,40,2017-06-15,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
181,14,CALCASIEU,47,2011-08-29,RS 14:89.1(A)(2)(a) Aggravated Incest,RS 14:89.1(A)(2)(a),Aggravated Incest
182,14,CALCASIEU,65,2010-12-02,RS 14.51 Aggravated Arson / RS 14:64 Armed Robbery,RS 14.51 / RS 14:64,Aggravated Arson / Armed Robbery
183,14,CALCASIEU,42,2007-10-26,RS 14.31 Manslaughter,RS 14.31,Manslaughter
184,14,CALCASIEU,42,2012-03-19,RS 14.31 Manslaughter,RS 14.31,Manslaughter
185,14,CALCASIEU,42,2008-03-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
186,14,CALCASIEU,60,1988-09-21,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
187,14,CALCASIEU,43,2017-02-22,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
188,14,CALCASIEU,64,1993-01-03,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
189,14,CALCASIEU,50,2017-04-24,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
190,14,CALCASIEU,39,2011-02-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
191,14,CALCASIEU,69,2002-04-04,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
192,14,CALCASIEU,51,1997-04-17,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
193,14,CALCASIEU,,2000-03-01,RS 14:60 Aggravated Burglary / RS 14:89.1 Aggravated Crime Against Nature / RS 14.27 Attempt; RS 14.42 Aggravated Rape,RS 14:60 / RS 14:89.1 / RS 14.27; RS 14.42,Aggravated Burglary / Aggravated Crime Against Nature / Attempt; Aggravated Rape
194,14,CALCASIEU,50,2014-05-12,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
195,14,CALCASIEU,52,2004-05-04,RS 14:34.1 Second Degree Battery / RS 14:44.1 Second Degree Kidnapping,RS 14:34.1 / RS 14:44.1,Second Degree Battery / Second Degree Kidnapping
196,14,CALCASIEU,,2006-11-10,RS 14.31 Manslaughter / RS 14:30.1 Second Degree Murder,RS 14.31 / RS 14:30.1,Manslaughter / Second Degree Murder
197,14,CALCASIEU,48,2015-07-16,RS 14:34 Aggravated Battery / RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:34 / RS 14:27; RS 14:34,Aggravated Battery / Attempt; Armed Robbery
198,15,ACADIA,74,1988-12-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
199,15,LAFAYETTE,55,2007-11-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
200,15,LAFAYETTE,55,2000-11-29,RS 14:95.1 Felon In Possession Of A Firearm / RS 14:67.15 Theft Of A Firearm,RS 14:95.1 / RS 14:67.15,Felon In Possession Of A Firearm / Theft Of A Firearm
201,15,LAFAYETTE,57,1994-03-04,RS 14:34 Aggravated Battery / RS 14:30.1 Second Degree Murder,RS 14:34 / RS 14:30.1,Aggravated Battery / Second Degree Murder
202,15,LAFAYETTE,49,2003-08-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
203,15,LAFAYETTE,57,2007-11-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
204,15,LAFAYETTE,35,2012-08-15,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery",RS 14.42 / RS 14:64,"Aggravated Rape, First Degree Rape / Armed Robbery"
205,15,LAFAYETTE,39,2009-05-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
206,15,LAFAYETTE,70,2012-09-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
207,15,LAFAYETTE,50,1991-01-31,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
208,15,LAFAYETTE,48,1996-03-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
209,15,LAFAYETTE,58,2001-06-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
210,15,LAFAYETTE,45,2008-05-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
211,15,LAFAYETTE,42,2004-08-27,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14.31 Manslaughter,RS 14:27; RS 14:30.1 / RS 14.31,Attempt; Second Degree Murder / Manslaughter
212,15,LAFAYETTE,64,1992-12-17,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
213,15,LAFAYETTE,54,2006-12-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
214,15,LAFAYETTE,53,2013-08-23,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
215,15,LAFAYETTE,53,2001-11-28,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
216,15,LAFAYETTE,62,2004-12-08,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
217,15,LAFAYETTE,,2001-02-08,RS 14.31 Manslaughter,RS 14.31,Manslaughter
218,15,LAFAYETTE,,1986-03-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
219,15,LAFAYETTE,60,2012-01-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
220,15,LAFAYETTE,64,1996-02-07,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
221,15,LAFAYETTE,44,1989-08-31,RS 14:64 Armed Robbery / RS 14:64.2 Carjacking,RS 14:64 / RS 14:64.2,Armed Robbery / Carjacking
222,15,LAFAYETTE,54,2005-03-30,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14.31 Manslaughter",RS 14.42 / RS 14.31,"Aggravated Rape, First Degree Rape / Manslaughter"
223,15,LAFAYETTE,46,2015-09-10,RS 14:60 Aggravated Burglary / RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:60 / RS 14:27; RS 14.31,Aggravated Burglary / Attempt; Manslaughter
224,15,LAFAYETTE,40,1993-11-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
225,15,LAFAYETTE,62,2011-02-24,RS 14:64.4 Second Degree Robbery,RS 14:64.4,Second Degree Robbery
226,15,VERMILION,68,2010-08-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
227,15,VERMILION,55,2000-06-22,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
228,15,VERMILION,,2008-01-31,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
229,15,Vermillion,,2009-08-18,RS 14.27 Attempt; RS 14:30 First Degree,RS 14.27; RS 14:30,Attempt; First Degree
230,16,IBERIA,34,2010-12-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
231,16,IBERIA,43,1981-09-29,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
232,16,IBERIA,49,2013-06-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
233,16,IBERIA,47,2007-04-25,RS 14:34 Aggravated Battery / RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:34 / RS 14:27; RS 14:34,Aggravated Battery / Attempt; Armed Robbery
234,16,ST. MARTIN,46,2004-04-01,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
235,16,ST. MARY,46,1988-04-22,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
236,16,ST. MARY,66,1996-08-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
237,16,ST. MARY,62,2003-01-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
238,16,ST. MARY,49,1996-04-26,RS 14:64 Armed Robbery / RS 14:95.1 Felon In Possession Of A Firearm,RS 14:64 / RS 14:95.1,Armed Robbery / Felon In Possession Of A Firearm
239,16,ST. MARY,,2016-10-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
240,16,ST. MARY,58,2009-12-17,RS 14:27 Attempt; RS 14.31 Manslaughter / RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:67.26 Theft Of Motor Vechicle <1500 / RS 14:62.3 Unauthorized Entry To An Inhabited Dwelling,RS 14:27; RS 14.31 / RS 14:27; RS 14:30.1 / RS 14:67.26 / RS 14:62.3,Attempt; Manslaughter / Attempt; Second Degree Murder / Theft Of Motor Vechicle <1500 / Unauthorized Entry To An Inhabited Dwelling
241,16,ST. MARY,39,2002-07-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
242,17,LAFOURCHE,65,2000-08-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
243,17,LAFOURCHE,64,1997-08-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
244,17,LAFOURCHE,54,1992-11-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
245,17,LAFOURCHE,33,2017-05-18,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:95.1 Felon In Possession Of A Firearm,RS 14:27; RS 14:30.1 / RS 14:95.1,Attempt; Second Degree Murder / Felon In Possession Of A Firearm
246,17,LAFOURCHE,32,2013-09-19,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
247,17,LAFOURCHE,52,2001-02-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
248,17,LAFOURCHE,30,2017-01-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
249,18,IBERVILLE,60,2007-04-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
250,18,IBERVILLE,47,1990-04-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
251,18,IBERVILLE,,2002-04-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
252,18,POINTE COUPEE,54,1983-04-13,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
253,18,POINTE COUPEE,58,2007-01-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
254,18,POINTE COUPEE,42,1985-11-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
255,18,POINTE COUPEE,,2010-05-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
256,18,WEST BATON ROUGE,53,2009-10-28,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
257,18,WEST BATON ROUGE,77,2006-03-24,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
258,18,WEST BATON ROUGE,65,1995-04-24,RS 14:43 Simple (Third Degree) Rape,RS 14:43,Simple (Third Degree) Rape
259,19,EAST BATON ROUGE,51,2012-02-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
260,19,EAST BATON ROUGE,67,1982-06-28,"RS 14:60 Aggravated Burglary / RS 14.42 Aggravated Rape, First Degree Rape",RS 14:60 / RS 14.42,"Aggravated Burglary / Aggravated Rape, First Degree Rape"
261,19,EAST BATON ROUGE,62,1985-07-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
262,19,EAST BATON ROUGE,42,2007-07-19,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery",RS 14.42 / RS 14:64,"Aggravated Rape, First Degree Rape / Armed Robbery"
263,19,EAST BATON ROUGE,66,1985-03-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
264,19,EAST BATON ROUGE,64,1989-10-26,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
265,19,EAST BATON ROUGE,32,2016-09-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
266,19,EAST BATON ROUGE,55,1992-11-02,"RS 14:60 Aggravated Burglary / RS 14.42 Aggravated Rape, First Degree Rape / RS 14:27 Attempt; RS 14:30.1 Second Degree Murder",RS 14:60 / RS 14.42 / RS 14:27; RS 14:30.1,"Aggravated Burglary / Aggravated Rape, First Degree Rape / Attempt; Second Degree Murder"
267,19,EAST BATON ROUGE,77,1996-10-31,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
268,19,EAST BATON ROUGE,65,1982-11-04,"RS 14:60 Aggravated Burglary / RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery",RS 14:60 / RS 14.42 / RS 14:64,"Aggravated Burglary / Aggravated Rape, First Degree Rape / Armed Robbery"
269,19,EAST BATON ROUGE,52,2000-03-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
270,19,EAST BATON ROUGE,69,1987-07-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
271,19,EAST BATON ROUGE,51,2007-08-03,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:27 Attempt; RS 14.31 Manslaughter",RS 14.42 / RS 14:27; RS 14.31,"Aggravated Rape, First Degree Rape / Attempt; Manslaughter"
272,19,EAST BATON ROUGE,59,1994-04-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
273,19,EAST BATON ROUGE,44,2014-06-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
274,19,EAST BATON ROUGE,50,1994-09-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
275,19,EAST BATON ROUGE,59,2009-05-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
276,19,EAST BATON ROUGE,50,2013-11-22,RS 14.31 Manslaughter,RS 14.31,Manslaughter
277,19,EAST BATON ROUGE,48,2005-05-10,RS 40:967 Possession With Intent To Distribute Schedule II / RS 14:43 Simple (Third Degree) Rape,RS 40:967 / RS 14:43,Possession With Intent To Distribute Schedule II / Simple (Third Degree) Rape
278,19,EAST BATON ROUGE,32,2012-05-22,RS 14.31 Manslaughter,RS 14.31,Manslaughter
279,19,EAST BATON ROUGE,62,2011-11-03,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
280,19,EAST BATON ROUGE,64,1982-03-30,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
281,19,EAST BATON ROUGE,40,2011-04-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
282,19,EAST BATON ROUGE,52,2015-05-29,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
283,19,EAST BATON ROUGE,40,2007-02-01,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1 / RS 14:30.1,Attempt; Second Degree Murder / Second Degree Murder
284,19,EAST BATON ROUGE,69,2009-09-10,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
285,19,EAST BATON ROUGE,53,2011-09-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
286,19,EAST BATON ROUGE,36,2013-10-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
287,19,EAST BATON ROUGE,38,2010-10-22,"RS 14.42 Aggravated Rape, First Degree Rape / RS 14:64 Armed Robbery",RS 14.42 / RS 14:64,"Aggravated Rape, First Degree Rape / Armed Robbery"
288,19,EAST BATON ROUGE,40,2012-12-12,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder / RS 14:26 Conspiracy To; RS 40L969 Distribute Schedule Iv,RS 14:27; RS 14:30.1 / RS 14:26; RS 40L969,Attempt; Second Degree Murder / Conspiracy To; Distribute Schedule Iv
289,19,EAST BATON ROUGE,42,2015-07-01,RS 14:93.2.3 Second Degree Cruelty To Juvenilles,RS 14:93.2.3,Second Degree Cruelty To Juvenilles
290,19,EAST BATON ROUGE,47,2013-10-24,"RS 14:81.2 Molestation Of A Juvenile / RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:81.2 / RS 14:42.1,"Molestation Of A Juvenile / Second Degree Rape, Forcible Rape"
291,19,EAST BATON ROUGE,38,2011-06-03,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
292,19,EAST BATON ROUGE,62,2013-09-26,RS 14.31 Manslaughter,RS 14.31,Manslaughter
293,19,EAST BATON ROUGE,44,2016-04-21,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
294,19,EAST BATON ROUGE,58,2012-03-09,"RS 14:44.1 Second Degree Kidnapping / RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:44.1 / RS 14:42.1,"Second Degree Kidnapping / Second Degree Rape, Forcible Rape"
295,19,EAST BATON ROUGE,45,2015-03-20,RS 14:95.1 Felon In Possession Of A Firearm / RS 14.31 Manslaughter,RS 14:95.1 / RS 14.31,Felon In Possession Of A Firearm / Manslaughter
296,19,EAST BATON ROUGE,31,2016-06-23,RS 14:108.1. Flight From An Officer; Aggravated Flight From An Officer / RS 14:100 Hit And Run Involving Bodily Injury Or Death / RS 14.31 Manslaughter,RS 14:108.1. / RS 14:100 / RS 14.31,Flight From An Officer; Aggravated Flight From An Officer / Hit And Run Involving Bodily Injury Or Death / Manslaughter
297,19,EAST BATON ROUGE,48,2010-03-18,RS 14:34 Aggravated Battery / RS 14.31 Manslaughter,RS 14:34 / RS 14.31,Aggravated Battery / Manslaughter
298,19,EAST BATON ROUGE,44,2010-09-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
299,19,EAST BATON ROUGE,54,2011-05-19,RS 14.31 Manslaughter,RS 14.31,Manslaughter
300,19,EAST BATON ROUGE,66,1983-10-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
301,19,EAST BATON ROUGE,52,1996-10-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
