id,sentence_id,jdc,parish,age,conviction_date,charge,state_crime_id,charge_clean_full
230,1,16,IBERIA,34,2010-12-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
231,1,16,IBERIA,43,1981-09-29,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
232,1,16,IBERIA,49,2013-06-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
233,1,16,IBERIA,47,2007-04-25,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
233,2,16,IBERIA,47,2007-04-25,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
234,1,16,ST. MARTIN,46,2004-04-01,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
235,1,16,ST. MARY,46,1988-04-22,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
236,1,16,ST. MARY,66,1996-08-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
237,1,16,ST. MARY,62,2003-01-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
238,1,16,ST. MARY,49,1996-04-26,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
238,2,16,ST. MARY,49,1996-04-26,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
239,1,16,ST. MARY,,2016-10-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
240,1,16,ST. MARY,58,2009-12-17,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
240,2,16,ST. MARY,58,2009-12-17,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
240,3,16,ST. MARY,58,2009-12-17,RS 14:67.26 Theft Of Motor Vechicle <1500,RS 14:67.26,Theft Of Motor Vechicle <1500
240,4,16,ST. MARY,58,2009-12-17,RS 14:62.3 Unauthorized Entry To An Inhabited Dwelling,RS 14:62.3,Unauthorized Entry To An Inhabited Dwelling
241,1,16,ST. MARY,39,2002-07-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
242,1,17,LAFOURCHE,65,2000-08-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
243,1,17,LAFOURCHE,64,1997-08-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
244,1,17,LAFOURCHE,54,1992-11-19,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
245,1,17,LAFOURCHE,33,2017-05-18,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
245,2,17,LAFOURCHE,33,2017-05-18,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
246,1,17,LAFOURCHE,32,2013-09-19,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
247,1,17,LAFOURCHE,52,2001-02-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
248,1,17,LAFOURCHE,30,2017-01-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
249,1,18,IBERVILLE,60,2007-04-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
250,1,18,IBERVILLE,47,1990-04-20,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
251,1,18,IBERVILLE,,2002-04-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
252,1,18,POINTE COUPEE,54,1983-04-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
252,2,18,POINTE COUPEE,54,1983-04-13,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
253,1,18,POINTE COUPEE,58,2007-01-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
254,1,18,POINTE COUPEE,42,1985-11-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
255,1,18,POINTE COUPEE,,2010-05-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
256,1,18,WEST BATON ROUGE,53,2009-10-28,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
257,1,18,WEST BATON ROUGE,77,2006-03-24,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
258,1,18,WEST BATON ROUGE,65,1995-04-24,RS 14:43 Simple (Third Degree) Rape,RS 14:43,Simple (Third Degree) Rape
259,1,19,EAST BATON ROUGE,51,2012-02-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
260,1,19,EAST BATON ROUGE,67,1982-06-28,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
260,2,19,EAST BATON ROUGE,67,1982-06-28,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
261,1,19,EAST BATON ROUGE,62,1985-07-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
262,1,19,EAST BATON ROUGE,42,2007-07-19,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
262,2,19,EAST BATON ROUGE,42,2007-07-19,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
263,1,19,EAST BATON ROUGE,66,1985-03-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
264,1,19,EAST BATON ROUGE,64,1989-10-26,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
265,1,19,EAST BATON ROUGE,32,2016-09-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
266,1,19,EAST BATON ROUGE,55,1992-11-02,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
266,2,19,EAST BATON ROUGE,55,1992-11-02,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
266,3,19,EAST BATON ROUGE,55,1992-11-02,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
267,1,19,EAST BATON ROUGE,77,1996-10-31,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
268,1,19,EAST BATON ROUGE,65,1982-11-04,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
268,2,19,EAST BATON ROUGE,65,1982-11-04,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
268,3,19,EAST BATON ROUGE,65,1982-11-04,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
269,1,19,EAST BATON ROUGE,52,2000-03-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
270,1,19,EAST BATON ROUGE,69,1987-07-22,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
271,1,19,EAST BATON ROUGE,51,2007-08-03,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
271,2,19,EAST BATON ROUGE,51,2007-08-03,RS 14:27 Attempt; RS 14.31 Manslaughter,RS 14:27; RS 14.31,Attempt; Manslaughter
272,1,19,EAST BATON ROUGE,59,1994-04-13,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
273,1,19,EAST BATON ROUGE,44,2014-06-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
274,1,19,EAST BATON ROUGE,50,1994-09-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
275,1,19,EAST BATON ROUGE,59,2009-05-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
276,1,19,EAST BATON ROUGE,50,2013-11-22,RS 14.31 Manslaughter,RS 14.31,Manslaughter
277,1,19,EAST BATON ROUGE,48,2005-05-10,RS 14:43 Simple (Third Degree) Rape,RS 14:43,Simple (Third Degree) Rape
277,2,19,EAST BATON ROUGE,48,2005-05-10,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
278,1,19,EAST BATON ROUGE,32,2012-05-22,RS 14.31 Manslaughter,RS 14.31,Manslaughter
279,1,19,EAST BATON ROUGE,62,2011-11-03,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
280,1,19,EAST BATON ROUGE,64,1982-03-30,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
281,1,19,EAST BATON ROUGE,40,2011-04-16,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
282,1,19,EAST BATON ROUGE,52,2015-05-29,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
283,1,19,EAST BATON ROUGE,40,2007-02-01,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
283,2,19,EAST BATON ROUGE,40,2007-02-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
284,1,19,EAST BATON ROUGE,69,2009-09-10,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
285,1,19,EAST BATON ROUGE,53,2011-09-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
286,1,19,EAST BATON ROUGE,36,2013-10-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
287,1,19,EAST BATON ROUGE,38,2010-10-22,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
287,2,19,EAST BATON ROUGE,38,2010-10-22,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
288,1,19,EAST BATON ROUGE,40,2012-12-12,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
288,2,19,EAST BATON ROUGE,40,2012-12-12,RS 14:26 Conspiracy To; RS 40L969 Distribute Schedule Iv,RS 14:26; RS 40L969,Conspiracy To; Distribute Schedule Iv
289,1,19,EAST BATON ROUGE,42,2015-07-01,RS 14:93.2.3 Second Degree Cruelty To Juvenilles,RS 14:93.2.3,Second Degree Cruelty To Juvenilles
290,1,19,EAST BATON ROUGE,47,2013-10-24,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
290,2,19,EAST BATON ROUGE,47,2013-10-24,RS 14:81.2 Molestation Of A Juvenile,RS 14:81.2,Molestation Of A Juvenile
291,1,19,EAST BATON ROUGE,38,2011-06-03,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
292,1,19,EAST BATON ROUGE,62,2013-09-26,RS 14.31 Manslaughter,RS 14.31,Manslaughter
293,1,19,EAST BATON ROUGE,44,2016-04-21,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
294,1,19,EAST BATON ROUGE,58,2012-03-09,RS 14:44.1 Second Degree Kidnapping,RS 14:44.1,Second Degree Kidnapping
294,2,19,EAST BATON ROUGE,58,2012-03-09,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
295,1,19,EAST BATON ROUGE,45,2015-03-20,RS 14.31 Manslaughter,RS 14.31,Manslaughter
295,2,19,EAST BATON ROUGE,45,2015-03-20,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
296,1,19,EAST BATON ROUGE,31,2016-06-23,RS 14:108.1. Flight From An Officer; Aggravated Flight From An Officer,RS 14:108.1.,Flight From An Officer; Aggravated Flight From An Officer
296,2,19,EAST BATON ROUGE,31,2016-06-23,RS 14:100 Hit And Run Involving Bodily Injury Or Death,RS 14:100,Hit And Run Involving Bodily Injury Or Death
296,3,19,EAST BATON ROUGE,31,2016-06-23,RS 14.31 Manslaughter,RS 14.31,Manslaughter
297,1,19,EAST BATON ROUGE,48,2010-03-18,RS 14.31 Manslaughter,RS 14.31,Manslaughter
297,2,19,EAST BATON ROUGE,48,2010-03-18,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
298,1,19,EAST BATON ROUGE,44,2010-09-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
299,1,19,EAST BATON ROUGE,54,2011-05-19,RS 14.31 Manslaughter,RS 14.31,Manslaughter
300,1,19,EAST BATON ROUGE,66,1983-10-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
301,1,19,EAST BATON ROUGE,52,1996-10-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
302,1,19,EAST BATON ROUGE,42,2014-11-20,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
303,1,19,EAST BATON ROUGE,61,2000-04-12,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
303,2,19,EAST BATON ROUGE,61,2000-04-12,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
304,1,19,EAST BATON ROUGE,56,2011-06-18,RS 14.31 Manslaughter,RS 14.31,Manslaughter
305,1,19,EAST BATON ROUGE,71,1983-10-03,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
306,1,19,EAST BATON ROUGE,58,1997-10-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
307,1,19,EAST BATON ROUGE,44,2005-06-15,RS 14:110 Simple Escape,RS 14:110,Simple Escape
307,2,19,EAST BATON ROUGE,44,2005-06-15,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
308,1,19,EAST BATON ROUGE,56,1989-08-11,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
308,2,19,EAST BATON ROUGE,56,1989-08-11,RS 14:89.1 Aggravated Crime Against Nature,RS 14:89.1,Aggravated Crime Against Nature
309,1,19,EAST BATON ROUGE,50,1994-10-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
310,1,19,EAST BATON ROUGE,36,2012-10-17,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
310,2,19,EAST BATON ROUGE,36,2012-10-17,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
311,1,19,EAST BATON ROUGE,48,2007-03-07,RS 14:64.1 First Degree Robbery,RS 14:64.1,First Degree Robbery
311,2,19,EAST BATON ROUGE,48,2007-03-07,RS 14:27 Attempt,RS 14:27,Attempt
311,3,19,EAST BATON ROUGE,48,2007-03-07,RS 14:61.1 First Degree Robbery,RS 14:61.1,First Degree Robbery
312,1,19,EAST BATON ROUGE,53,2005-06-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
313,1,19,EAST BATON ROUGE,59,1991-02-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
314,1,19,EAST BATON ROUGE,63,1995-03-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
315,1,19,EAST BATON ROUGE,62,1999-06-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
316,1,19,EAST BATON ROUGE,67,1978-03-22,RS 14:54 Simple Kidnapping,RS 14:54,Simple Kidnapping
316,2,19,EAST BATON ROUGE,67,1978-03-22,RS 14:44 Aggravated Kidnapping,RS 14:44,Aggravated Kidnapping
317,1,19,EAST BATON ROUGE,46,2006-08-23,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
318,1,19,EAST BATON ROUGE,58,2008-10-17,RS 40:967 Possession With Intent To Distribute Schedule II,RS 40:967,Possession With Intent To Distribute Schedule II
319,1,19,EAST BATON ROUGE,71,1982-10-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
320,1,19,EAST BATON ROUGE,39,2016-11-17,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
321,1,19,EAST BATON ROUGE,48,2000-08-08,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
322,1,19,EAST BATON ROUGE,61,1982-02-25,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
323,1,19,EAST BATON ROUGE,48,2003-07-31,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
323,2,19,EAST BATON ROUGE,48,2003-07-31,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
324,1,19,EAST BATON ROUGE,70,1980-07-15,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
325,1,19,EAST BATON ROUGE,61,1991-03-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
326,1,19,EAST BATON ROUGE,47,2016-01-07,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
327,1,19,EAST BATON ROUGE,64,2004-07-08,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
327,2,19,EAST BATON ROUGE,64,2004-07-08,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
328,1,19,EAST BATON ROUGE,61,1987-03-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
329,1,19,EAST BATON ROUGE,54,1998-05-14,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
330,1,19,EAST BATON ROUGE,44,2015-10-02,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
331,1,19,EAST BATON ROUGE,58,1995-08-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
332,1,19,EAST BATON ROUGE,43,2003-06-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
333,1,19,EAST BATON ROUGE,60,1992-03-06,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
334,1,19,EAST BATON ROUGE,47,1997-06-18,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
335,1,19,EAST BATON ROUGE,55,2009-09-24,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
336,1,19,EAST BATON ROUGE,68,2010-06-24,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
337,1,19,EAST BATON ROUGE,68,1985-12-18,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
337,2,19,EAST BATON ROUGE,68,1985-12-18,RS 14:89.1 Aggravated Crime Against Nature,RS 14:89.1,Aggravated Crime Against Nature
338,1,19,EAST BATON ROUGE,71,2014-07-14,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
339,1,19,EAST BATON ROUGE,52,1994-10-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
340,1,19,EAST BATON ROUGE,59,2005-02-25,RS 14:34 Aggravated Battery,RS 14:34,Aggravated Battery
341,1,19,EAST BATON ROUGE,77,1981-05-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
342,1,19,EAST BATON ROUGE,47,2007-08-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
342,2,19,EAST BATON ROUGE,47,2007-08-09,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
343,1,19,EAST BATON ROUGE,66,2006-02-02,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
344,1,19,EAST BATON ROUGE,53,1996-09-18,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
345,1,19,EAST BATON ROUGE,43,2014-07-03,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
345,2,19,EAST BATON ROUGE,43,2014-07-03,RS 14:95.1 Felon In Possession Of A Firearm,RS 14:95.1,Felon In Possession Of A Firearm
346,1,19,EAST BATON ROUGE,64,1994-10-06,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
347,1,19,EAST BATON ROUGE,66,1983-08-10,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
348,1,19,EAST BATON ROUGE,60,2007-12-13,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
349,1,19,EAST BATON ROUGE,62,1986-06-10,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
350,1,19,EAST BATON ROUGE,62,1987-12-04,RS 14:44 Aggravated Kidnapping,RS 14:44,Aggravated Kidnapping
351,1,19,EAST BATON ROUGE,58,2005-06-03,RS 14.31 Manslaughter,RS 14.31,Manslaughter
352,1,19,EAST BATON ROUGE,45,2001-11-09,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
353,1,19,EAST BATON ROUGE,68,1979-11-06,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
354,1,19,EAST BATON ROUGE,58,2017-04-21,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
355,1,20,EAST FELICIANA,42,2015-10-15,RS 14.31 Manslaughter,RS 14.31,Manslaughter
356,1,20,EAST FELICIANA,47,2005-02-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
357,1,20,EAST FELICIANA,,2008-08-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
358,1,20,EAST FELICIANA,45,2004-08-26,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
359,1,20,EAST FELICIANA,47,2000-08-29,RS 14:60 Aggravated Burglary,RS 14:60,Aggravated Burglary
359,2,20,EAST FELICIANA,47,2000-08-29,RS 14.27 Attempt; RS 14:30 First Degree,RS 14.27; RS 14:30,Attempt; First Degree
360,1,20,WEST FELICIANA,47,2000-03-21,RS 14:27 Attempt; RS 14:30.1 Second Degree Murder,RS 14:27; RS 14:30.1,Attempt; Second Degree Murder
361,1,21,LIVINGSTON,69,2014-02-25,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
362,1,21,LIVINGSTON,67,1991-03-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
363,1,21,LIVINGSTON,36,2012-02-03,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
364,1,21,LIVINGSTON,38,1999-07-22,RS 14:62.8 Home Invasion,RS 14:62.8,Home Invasion
365,1,21,LIVINGSTON,,2015-04-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
366,1,21,TANGIPAHOA,45,2011-10-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
367,1,21,TANGIPAHOA,39,1996-08-29,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
368,1,21,TANGIPAHOA,74,1984-10-24,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
369,1,21,TANGIPAHOA,64,2000-01-05,RS 14:65 Simple Robbery,RS 14:65,Simple Robbery
369,2,21,TANGIPAHOA,64,2000-01-05,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
370,1,21,TANGIPAHOA,50,1991-04-30,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
371,1,21,TANGIPAHOA,59,1999-05-07,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
372,1,21,TANGIPAHOA,47,1996-06-06,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
372,2,21,TANGIPAHOA,47,1996-06-06,RS 14:27 Attempt; RS 14:34 Armed Robbery,RS 14:27; RS 14:34,Attempt; Armed Robbery
373,1,21,TANGIPAHOA,55,2003-07-23,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
374,1,21,TANGIPAHOA,45,2011-09-01,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
375,1,21,TANGIPAHOA,47,2009-10-30,RS 14.31 Manslaughter,RS 14.31,Manslaughter
376,1,22,ST. TAMMANY,62,2005-04-21,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
377,1,22,ST. TAMMANY,67,2006-04-19,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
378,1,22,ST. TAMMANY,49,2005-08-04,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
379,1,22,ST. TAMMANY,65,2012-05-11,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
379,2,22,ST. TAMMANY,65,2012-05-11,RS 14:89.1(A)(2)(a) Aggravated Incest,RS 14:89.1(A)(2)(a),Aggravated Incest
380,1,22,ST. TAMMANY,55,2012-02-08,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
381,1,22,ST. TAMMANY,56,1993-03-26,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
382,1,22,ST. TAMMANY,37,2008-04-16,RS 14.31 Manslaughter,RS 14.31,Manslaughter
383,1,22,ST. TAMMANY,58,2009-03-14,RS 40:967 Distribution Of A Schedule 2 Drug,RS 40:967,Distribution Of A Schedule 2 Drug
384,1,22,ST. TAMMANY,69,1999-12-02,RS 14:89.1(A)(2)(a) Aggravated Incest,RS 14:89.1(A)(2)(a),Aggravated Incest
385,1,22,ST. TAMMANY,47,1999-11-04,RS 14.31 Manslaughter,RS 14.31,Manslaughter
386,1,22,ST. TAMMANY,32,1994-09-30,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
387,1,22,ST. TAMMANY,41,1995-09-27,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
388,1,22,ST. TAMMANY,65,2012-06-28,RS 14:30.1 Second Degree Murder,RS 14:30.1,Second Degree Murder
389,1,22,ST. TAMMANY,40,2009-10-14,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
390,1,22,ST. TAMMANY,47,2012-08-07,"RS 14.42 Aggravated Rape, First Degree Rape",RS 14.42,"Aggravated Rape, First Degree Rape"
391,1,22,ST. TAMMANY,69,2012-09-14,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
392,1,22,ST. TAMMANY,38,2016-02-03,RS 40:967 Distribution Of A Schedule 2 Drug,RS 40:967,Distribution Of A Schedule 2 Drug
393,1,22,ST. TAMMANY,50,2013-03-07,RS 14:43.1 Sexual Battery,RS 14:43.1,Sexual Battery
394,1,22,ST. TAMMANY,48,2015-07-09,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
395,1,22,ST. TAMMANY,49,2013-05-02,"RS 14:42.1 Second Degree Rape, Forcible Rape",RS 14:42.1,"Second Degree Rape, Forcible Rape"
396,1,22,ST. TAMMANY,56,2000-10-25,RS 14:81(27) Indecent Behavior With Juveniles  Attempted,RS 14:81(27),Indecent Behavior With Juveniles  Attempted
397,1,22,ST. TAMMANY,44,2005-03-02,RS 14:64 Armed Robbery,RS 14:64,Armed Robbery
